REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"SC","TM02","PWRDIST","ELC001",2037,0.0469559667403052
"SC","TM02","PWRDIST","ELC001",2038,0.0473343266135089
"SC","TM02","PWRDIST","ELC001",2039,0.159249768236771
"SC","TM02","PWRDIST","ELC001",2040,0.160540283855025
"SC","TM02","PWRDIST","ELC001",2041,0.048494424681287
"SC","TM02","PWRDIST","ELC001",2042,0.0488896211406329
"SC","TM02","PWRDIST","ELC001",2043,0.0492891458044283
"SC","TM02","PWRDIST","ELC001",2044,0.0499556881664729
"SC","TM02","PWRDIST","ELC001",2045,0.0506222305285175
"SC","TM02","PWRDIST","ELC001",2046,0.171170756483641
"SC","TM02","PWRDIST","ELC001",2047,0.0519553146910128
"SC","TM02","PWRDIST","ELC001",2048,0.175619783245591
"SC","TM02","PWRDIST","ELC001",2049,0.053288399415102
"SC","TM02","PWRDIST","ELC001",2050,0.0539549417771466
"SC","TM02","CONLPG","LPG",2019,0.000143999995392
"SC","TM02","CONLPG","LPG",2020,0.000127999995904
"SC","TM02","CONLPG","LPG",2021,0.000133333329066667
"SC","TM02","CONLPG","LPG",2022,0.000154666661717333
"SC","TM02","CONLPG","LPG",2023,0.000154666661717333
"SC","TM02","CONLPG","LPG",2024,0.00015999999488
"SC","TM02","CONLPG","LPG",2025,0.000170666661205333
"SC","TM02","CONLPG","LPG",2026,0.000175999994368
"SC","TM02","CONLPG","LPG",2027,0.000175999994368
"SC","TM02","CONLPG","LPG",2028,0.000181333327530667
"SC","TM02","CONLPG","LPG",2029,0.000186666660693334
"SC","TM02","CONLPG","LPG",2030,0.000191999993856
"SC","TM02","CONLPG","LPG",2031,0.000191999993856
"SC","TM02","CONLPG","LPG",2032,0.000197333327018667
"SC","TM02","CONLPG","LPG",2033,0.000197333327018667
"SC","TM02","CONLPG","LPG",2034,0.000197333327018667
"SC","TM02","CONLPG","LPG",2035,0.000202666660181334
"SC","TM02","CONLPG","LPG",2036,0.000202666660181334
"SC","TM02","CONLPG","LPG",2037,0.000202666660181334
"SC","TM02","CONLPG","LPG",2038,0.000207999993344
"SC","TM02","CONLPG","LPG",2039,0.000207999993344
"SC","TM02","CONLPG","LPG",2040,0.000207999993344
"SC","TM02","CONLPG","LPG",2041,0.000213333326506667
"SC","TM02","CONLPG","LPG",2042,0.000213333326506667
